24.6,0,1.73443,1.43512054568459
24.6,50,1.73605,1.43689391737928
24.6,100,1.73780,1.43866728907397
24.6,130,1.73850,1.43973131209079
24.6,160,1.73920,1.44079533510760
24.6,190,1.73990,1.44185935812441
24.6,220,1.74095,1.44292338114123
24.6,250,1.74130,1.44398740415804
24.6,280,1.74200,1.44505142717486
24.6,310,1.74270,1.44611545019167
24.6,340,1.74375,1.44717947320848
24.6,370,1.74410,1.44824349622530
24.6,400,1.74480,1.44930751924211
24.6,430,1.74585,1.45037154225893
27.9,0,1.73500,1.43579099870082
27.9,50,1.73675,1.43755082821704
27.9,100,1.73850,1.43931065773326
27.9,130,1.73920,1.44036655544299
27.9,160,1.73990,1.44142245315273
27.9,190,1.74060,1.44247835086246
27.9,220,1.74130,1.44353424857219
27.9,250,1.74200,1.44459014628192
27.9,280,1.74270,1.44564604399166
27.9,310,1.74340,1.44670194170139
27.9,340,1.74410,1.44775783941112
27.9,370,1.74480,1.44881373712085
27.9,400,1.74550,1.44986963483059
27.9,430,1.74655,1.45092553254032
30.9,0,1.73605,1.43689159424239
30.9,50,1.73780,1.43858852663541
30.9,100,1.73920,1.44028545902843
30.9,130,1.74025,1.44130361846423
30.9,160,1.74060,1.44232177790004
30.9,190,1.74130,1.44333993733585
30.9,220,1.74235,1.44435809677166
30.9,250,1.74270,1.44537625620747
30.9,280,1.74340,1.44639441564328
30.9,310,1.74410,1.44741257507909
30.9,340,1.74480,1.44843073451490
30.9,370,1.74550,1.44944889395071
30.9,400,1.74620,1.45046705338652
30.9,430,1.74725,1.45148521282233
36.8,0,1.73815,1.43864929444857
36.8,50,1.73990,1.44042834687141
36.8,100,1.74130,1.44220739929425
36.8,130,1.74200,1.44327483074796
36.8,160,1.74270,1.44434226220166
36.8,190,1.74340,1.44540969365537
36.8,220,1.74445,1.44647712510907
36.8,250,1.74480,1.44754455656278
36.8,280,1.74550,1.44861198801649
36.8,310,1.74620,1.44967941947019
36.8,340,1.74725,1.45074685092390
36.8,370,1.74795,1.45181428237760
36.8,400,1.74865,1.45288171383131
36.8,430,1.74935,1.45394914528501
39.6,0,1.73990,1.44060425382401
39.6,50,1.74130,1.44231258318361
39.6,100,1.74340,1.44402091254322
39.6,130,1.74410,1.44504591015898
39.6,160,1.74480,1.44607090777475
39.6,190,1.74550,1.44709590539051
39.6,220,1.74585,1.44812090300627
39.6,250,1.74675,1.44914590062204
39.6,280,1.74710,1.45017089823780
39.6,310,1.74780,1.45119589585356
39.6,340,1.74850,1.45222089346933
39.6,370,1.74920,1.45324589108509
39.6,400,1.75025,1.45427088870085
39.6,430,1.75095,1.45529588631662